xc_lcc,yc_lcc
-2902250.0,3777000.0
-2901250.0,3777000.0
-2900250.0,3777000.0
-2899250.0,3777000.0
-2898250.0,3777000.0
-2895250.0,3777000.0
-2894250.0,3777000.0
-2893250.0,3777000.0
-2892250.0,3777000.0
-2891250.0,3777000.0
-2890250.0,3777000.0
-2889250.0,3777000.0
-2888250.0,3777000.0
-2887250.0,3777000.0
-2886250.0,3777000.0
-2885250.0,3777000.0
-2884250.0,3777000.0
-2883250.0,3777000.0
-2882250.0,3777000.0
-2881250.0,3777000.0
-2880250.0,3777000.0
-2879250.0,3777000.0
-2878250.0,3777000.0
-2877250.0,3777000.0
-2876250.0,3777000.0
-2875250.0,3777000.0
-2860250.0,3777000.0
-2859250.0,3777000.0
-2858250.0,3777000.0
-2857250.0,3777000.0
-2856250.0,3777000.0
-2855250.0,3777000.0
-2854250.0,3777000.0
-2853250.0,3777000.0
-2852250.0,3777000.0
-2848250.0,3777000.0
-2847250.0,3777000.0
-2846250.0,3777000.0
-2844250.0,3777000.0
-2843250.0,3777000.0
-2842250.0,3777000.0
-2841250.0,3777000.0
-2840250.0,3777000.0
-2839250.0,3777000.0
-2838250.0,3777000.0
-2837250.0,3777000.0
-2836250.0,3777000.0
-2835250.0,3777000.0
-2925250.0,3776000.0
-2924250.0,3776000.0
-2923250.0,3776000.0
-2922250.0,3776000.0
-2921250.0,3776000.0
-2920250.0,3776000.0
-2919250.0,3776000.0
-2918250.0,3776000.0
-2917250.0,3776000.0
-2916250.0,3776000.0
-2915250.0,3776000.0
-2914250.0,3776000.0
-2913250.0,3776000.0
-2912250.0,3776000.0
-2911250.0,3776000.0
-2910250.0,3776000.0
-2909250.0,3776000.0
-2908250.0,3776000.0
-2907250.0,3776000.0
-2906250.0,3776000.0
-2905250.0,3776000.0
-2904250.0,3776000.0
-2903250.0,3776000.0
-2902250.0,3776000.0
-2901250.0,3776000.0
-2900250.0,3776000.0
-2899250.0,3776000.0
-2898250.0,3776000.0
-2897250.0,3776000.0
-2896250.0,3776000.0
-2895250.0,3776000.0
-2894250.0,3776000.0
-2893250.0,3776000.0
-2892250.0,3776000.0
-2891250.0,3776000.0
-2890250.0,3776000.0
-2889250.0,3776000.0
-2888250.0,3776000.0
-2887250.0,3776000.0
-2886250.0,3776000.0
-2885250.0,3776000.0
-2884250.0,3776000.0
-2883250.0,3776000.0
-2882250.0,3776000.0
-2881250.0,3776000.0
-2880250.0,3776000.0
-2879250.0,3776000.0
-2878250.0,3776000.0
-2877250.0,3776000.0
-2876250.0,3776000.0
-2874250.0,3776000.0
-2860250.0,3776000.0
-2859250.0,3776000.0
-2858250.0,3776000.0
-2857250.0,3776000.0
-2856250.0,3776000.0
-2855250.0,3776000.0
-2854250.0,3776000.0
-2853250.0,3776000.0
-2852250.0,3776000.0
-2847250.0,3776000.0
-2846250.0,3776000.0
-2845250.0,3776000.0
-2844250.0,3776000.0
-2843250.0,3776000.0
-2842250.0,3776000.0
-2840250.0,3776000.0
-2839250.0,3776000.0
-2838250.0,3776000.0
-2837250.0,3776000.0
-2836250.0,3776000.0
-2835250.0,3776000.0
-2834250.0,3776000.0
-2833250.0,3776000.0
-2832250.0,3776000.0
-2831250.0,3776000.0
-2830250.0,3776000.0
-2829250.0,3776000.0
-2924250.0,3775000.0
-2923250.0,3775000.0
-2922250.0,3775000.0
-2921250.0,3775000.0
-2920250.0,3775000.0
-2919250.0,3775000.0
-2918250.0,3775000.0
-2917250.0,3775000.0
-2916250.0,3775000.0
-2915250.0,3775000.0
-2914250.0,3775000.0
-2913250.0,3775000.0
-2912250.0,3775000.0
-2911250.0,3775000.0
-2910250.0,3775000.0
-2909250.0,3775000.0
-2908250.0,3775000.0
-2907250.0,3775000.0
-2906250.0,3775000.0
-2905250.0,3775000.0
-2904250.0,3775000.0
-2903250.0,3775000.0
-2902250.0,3775000.0
-2901250.0,3775000.0
-2900250.0,3775000.0
-2899250.0,3775000.0
-2898250.0,3775000.0
-2897250.0,3775000.0
-2896250.0,3775000.0
-2895250.0,3775000.0
-2894250.0,3775000.0
-2893250.0,3775000.0
-2892250.0,3775000.0
-2891250.0,3775000.0
-2890250.0,3775000.0
-2889250.0,3775000.0
-2888250.0,3775000.0
-2887250.0,3775000.0
-2886250.0,3775000.0
-2885250.0,3775000.0
-2884250.0,3775000.0
-2883250.0,3775000.0
-2882250.0,3775000.0
-2881250.0,3775000.0
-2880250.0,3775000.0
-2879250.0,3775000.0
-2878250.0,3775000.0
-2877250.0,3775000.0
-2876250.0,3775000.0
-2875250.0,3775000.0
-2859250.0,3775000.0
-2858250.0,3775000.0
-2857250.0,3775000.0
-2856250.0,3775000.0
-2855250.0,3775000.0
-2854250.0,3775000.0
-2853250.0,3775000.0
-2852250.0,3775000.0
-2851250.0,3775000.0
-2849250.0,3775000.0
-2848250.0,3775000.0
-2847250.0,3775000.0
-2846250.0,3775000.0
-2845250.0,3775000.0
-2844250.0,3775000.0
-2843250.0,3775000.0
-2842250.0,3775000.0
-2841250.0,3775000.0
-2840250.0,3775000.0
-2839250.0,3775000.0
-2838250.0,3775000.0
-2837250.0,3775000.0
-2836250.0,3775000.0
-2835250.0,3775000.0
-2834250.0,3775000.0
-2833250.0,3775000.0
-2832250.0,3775000.0
-2831250.0,3775000.0
-2830250.0,3775000.0
-2829250.0,3775000.0
-2828250.0,3775000.0
-2827250.0,3775000.0
-2826250.0,3775000.0
-2825250.0,3775000.0
-2824250.0,3775000.0
-2823250.0,3775000.0
-2924250.0,3774000.0
-2923250.0,3774000.0
-2922250.0,3774000.0
-2921250.0,3774000.0
-2920250.0,3774000.0
-2919250.0,3774000.0
-2918250.0,3774000.0
-2917250.0,3774000.0
-2916250.0,3774000.0
-2915250.0,3774000.0
-2914250.0,3774000.0
-2913250.0,3774000.0
-2912250.0,3774000.0
-2911250.0,3774000.0
-2910250.0,3774000.0
-2909250.0,3774000.0
-2908250.0,3774000.0
-2907250.0,3774000.0
-2906250.0,3774000.0
-2905250.0,3774000.0
-2904250.0,3774000.0
-2903250.0,3774000.0
-2902250.0,3774000.0
-2901250.0,3774000.0
-2900250.0,3774000.0
-2899250.0,3774000.0
-2898250.0,3774000.0
-2897250.0,3774000.0
-2896250.0,3774000.0
-2895250.0,3774000.0
-2894250.0,3774000.0
-2893250.0,3774000.0
-2892250.0,3774000.0
-2891250.0,3774000.0
-2890250.0,3774000.0
-2889250.0,3774000.0
-2888250.0,3774000.0
-2887250.0,3774000.0
-2886250.0,3774000.0
-2885250.0,3774000.0
-2884250.0,3774000.0
-2883250.0,3774000.0
-2882250.0,3774000.0
-2881250.0,3774000.0
-2880250.0,3774000.0
-2879250.0,3774000.0
-2878250.0,3774000.0
-2877250.0,3774000.0
-2876250.0,3774000.0
-2874250.0,3774000.0
-2871250.0,3774000.0
-2859250.0,3774000.0
-2858250.0,3774000.0
-2857250.0,3774000.0
-2856250.0,3774000.0
-2855250.0,3774000.0
-2852250.0,3774000.0
-2851250.0,3774000.0
-2850250.0,3774000.0
-2849250.0,3774000.0
-2848250.0,3774000.0
-2847250.0,3774000.0
-2846250.0,3774000.0
-2845250.0,3774000.0
-2844250.0,3774000.0
-2843250.0,3774000.0
-2842250.0,3774000.0
-2841250.0,3774000.0
-2840250.0,3774000.0
-2839250.0,3774000.0
-2838250.0,3774000.0
-2837250.0,3774000.0
-2836250.0,3774000.0
-2835250.0,3774000.0
-2834250.0,3774000.0
-2833250.0,3774000.0
-2832250.0,3774000.0
-2830250.0,3774000.0
-2829250.0,3774000.0
-2827250.0,3774000.0
-2826250.0,3774000.0
-2825250.0,3774000.0
-2824250.0,3774000.0
-2823250.0,3774000.0
-2822250.0,3774000.0
-2821250.0,3774000.0
-2820250.0,3774000.0
-2819250.0,3774000.0
-2924250.0,3773000.0
-2923250.0,3773000.0
-2922250.0,3773000.0
-2921250.0,3773000.0
-2920250.0,3773000.0
-2919250.0,3773000.0
-2918250.0,3773000.0
-2917250.0,3773000.0
-2916250.0,3773000.0
-2915250.0,3773000.0
-2914250.0,3773000.0
-2913250.0,3773000.0
-2912250.0,3773000.0
-2911250.0,3773000.0
-2910250.0,3773000.0
-2909250.0,3773000.0
-2908250.0,3773000.0
-2907250.0,3773000.0
-2906250.0,3773000.0
-2905250.0,3773000.0
-2904250.0,3773000.0
-2903250.0,3773000.0
-2902250.0,3773000.0
-2901250.0,3773000.0
-2900250.0,3773000.0
-2899250.0,3773000.0
-2898250.0,3773000.0
-2897250.0,3773000.0
-2896250.0,3773000.0
-2895250.0,3773000.0
-2894250.0,3773000.0
-2893250.0,3773000.0
-2892250.0,3773000.0
-2891250.0,3773000.0
-2890250.0,3773000.0
-2889250.0,3773000.0
-2888250.0,3773000.0
-2887250.0,3773000.0
-2886250.0,3773000.0
-2885250.0,3773000.0
-2884250.0,3773000.0
-2883250.0,3773000.0
-2882250.0,3773000.0
-2881250.0,3773000.0
-2880250.0,3773000.0
-2879250.0,3773000.0
-2878250.0,3773000.0
-2877250.0,3773000.0
-2876250.0,3773000.0
-2875250.0,3773000.0
-2874250.0,3773000.0
-2873250.0,3773000.0
-2872250.0,3773000.0
-2871250.0,3773000.0
-2870250.0,3773000.0
-2866250.0,3773000.0
-2865250.0,3773000.0
-2858250.0,3773000.0
-2857250.0,3773000.0
-2856250.0,3773000.0
-2855250.0,3773000.0
-2854250.0,3773000.0
-2852250.0,3773000.0
-2851250.0,3773000.0
-2850250.0,3773000.0
-2849250.0,3773000.0
-2848250.0,3773000.0
-2847250.0,3773000.0
-2846250.0,3773000.0
-2845250.0,3773000.0
-2844250.0,3773000.0
-2843250.0,3773000.0
-2842250.0,3773000.0
-2841250.0,3773000.0
-2840250.0,3773000.0
-2839250.0,3773000.0
-2838250.0,3773000.0
-2837250.0,3773000.0
-2836250.0,3773000.0
-2835250.0,3773000.0
-2834250.0,3773000.0
-2833250.0,3773000.0
-2832250.0,3773000.0
-2831250.0,3773000.0
-2830250.0,3773000.0
-2829250.0,3773000.0
-2828250.0,3773000.0
-2827250.0,3773000.0
-2824250.0,3773000.0
-2823250.0,3773000.0
-2822250.0,3773000.0
-2821250.0,3773000.0
-2820250.0,3773000.0
-2819250.0,3773000.0
-2818250.0,3773000.0
-2817250.0,3773000.0
-2816250.0,3773000.0
-2924250.0,3772000.0
-2923250.0,3772000.0
-2922250.0,3772000.0
-2921250.0,3772000.0
-2920250.0,3772000.0
-2919250.0,3772000.0
-2918250.0,3772000.0
-2917250.0,3772000.0
-2916250.0,3772000.0
-2915250.0,3772000.0
-2914250.0,3772000.0
-2913250.0,3772000.0
-2912250.0,3772000.0
-2911250.0,3772000.0
-2910250.0,3772000.0
-2909250.0,3772000.0
-2908250.0,3772000.0
-2907250.0,3772000.0
-2906250.0,3772000.0
-2905250.0,3772000.0
-2904250.0,3772000.0
-2903250.0,3772000.0
-2902250.0,3772000.0
-2901250.0,3772000.0
-2900250.0,3772000.0
-2899250.0,3772000.0
-2898250.0,3772000.0
-2897250.0,3772000.0
-2896250.0,3772000.0
-2895250.0,3772000.0
-2894250.0,3772000.0
-2893250.0,3772000.0
-2892250.0,3772000.0
-2891250.0,3772000.0
-2890250.0,3772000.0
-2889250.0,3772000.0
-2888250.0,3772000.0
-2887250.0,3772000.0
-2886250.0,3772000.0
-2885250.0,3772000.0
-2884250.0,3772000.0
-2883250.0,3772000.0
-2882250.0,3772000.0
-2881250.0,3772000.0
-2880250.0,3772000.0
-2879250.0,3772000.0
-2878250.0,3772000.0
-2877250.0,3772000.0
-2876250.0,3772000.0
-2875250.0,3772000.0
-2874250.0,3772000.0
-2873250.0,3772000.0
-2872250.0,3772000.0
-2871250.0,3772000.0
-2870250.0,3772000.0
-2869250.0,3772000.0
-2868250.0,3772000.0
-2867250.0,3772000.0
-2866250.0,3772000.0
-2865250.0,3772000.0
-2864250.0,3772000.0
-2862250.0,3772000.0
-2858250.0,3772000.0
-2857250.0,3772000.0
-2856250.0,3772000.0
-2855250.0,3772000.0
-2854250.0,3772000.0
-2853250.0,3772000.0
-2852250.0,3772000.0
-2851250.0,3772000.0
-2850250.0,3772000.0
-2849250.0,3772000.0
-2848250.0,3772000.0
-2847250.0,3772000.0
-2846250.0,3772000.0
-2845250.0,3772000.0
-2844250.0,3772000.0
-2843250.0,3772000.0
-2842250.0,3772000.0
-2841250.0,3772000.0
-2840250.0,3772000.0
-2839250.0,3772000.0
-2838250.0,3772000.0
-2837250.0,3772000.0
-2836250.0,3772000.0
-2835250.0,3772000.0
-2834250.0,3772000.0
-2833250.0,3772000.0
-2832250.0,3772000.0
-2831250.0,3772000.0
-2830250.0,3772000.0
-2829250.0,3772000.0
-2828250.0,3772000.0
-2827250.0,3772000.0
-2824250.0,3772000.0
-2823250.0,3772000.0
-2822250.0,3772000.0
-2821250.0,3772000.0
-2820250.0,3772000.0
-2819250.0,3772000.0
-2818250.0,3772000.0
-2817250.0,3772000.0
-2816250.0,3772000.0
-2815250.0,3772000.0
-2814250.0,3772000.0
-2925250.0,3771000.0
-2924250.0,3771000.0
-2923250.0,3771000.0
-2922250.0,3771000.0
-2921250.0,3771000.0
-2920250.0,3771000.0
-2919250.0,3771000.0
-2918250.0,3771000.0
-2917250.0,3771000.0
-2916250.0,3771000.0
-2915250.0,3771000.0
-2914250.0,3771000.0
-2913250.0,3771000.0
-2912250.0,3771000.0
-2911250.0,3771000.0
-2910250.0,3771000.0
-2909250.0,3771000.0
-2908250.0,3771000.0
-2907250.0,3771000.0
-2906250.0,3771000.0
-2905250.0,3771000.0
-2904250.0,3771000.0
-2903250.0,3771000.0
-2902250.0,3771000.0
-2901250.0,3771000.0
-2900250.0,3771000.0
-2899250.0,3771000.0
-2898250.0,3771000.0
-2897250.0,3771000.0
-2896250.0,3771000.0
-2895250.0,3771000.0
-2894250.0,3771000.0
-2893250.0,3771000.0
-2892250.0,3771000.0
-2891250.0,3771000.0
-2890250.0,3771000.0
-2889250.0,3771000.0
-2888250.0,3771000.0
-2887250.0,3771000.0
-2886250.0,3771000.0
-2885250.0,3771000.0
-2884250.0,3771000.0
-2883250.0,3771000.0
-2882250.0,3771000.0
-2881250.0,3771000.0
-2880250.0,3771000.0
-2879250.0,3771000.0
-2878250.0,3771000.0
-2877250.0,3771000.0
-2876250.0,3771000.0
-2875250.0,3771000.0
-2874250.0,3771000.0
-2873250.0,3771000.0
-2872250.0,3771000.0
-2871250.0,3771000.0
-2870250.0,3771000.0
-2869250.0,3771000.0
-2868250.0,3771000.0
-2867250.0,3771000.0
-2866250.0,3771000.0
-2865250.0,3771000.0
-2864250.0,3771000.0
-2863250.0,3771000.0
-2862250.0,3771000.0
-2861250.0,3771000.0
-2858250.0,3771000.0
-2857250.0,3771000.0
-2856250.0,3771000.0
-2855250.0,3771000.0
-2854250.0,3771000.0
-2853250.0,3771000.0
-2852250.0,3771000.0
-2851250.0,3771000.0
-2850250.0,3771000.0
-2849250.0,3771000.0
-2848250.0,3771000.0
-2847250.0,3771000.0
-2846250.0,3771000.0
-2845250.0,3771000.0
-2844250.0,3771000.0
-2843250.0,3771000.0
-2842250.0,3771000.0
-2841250.0,3771000.0
-2840250.0,3771000.0
-2839250.0,3771000.0
-2838250.0,3771000.0
