xc,yc
-163.42618,65.42053
-163.41121,65.42646
-163.39622,65.43239
-163.38126,65.43831
-163.36627,65.44424
-163.35127,65.45016
-163.33629,65.45608
-163.32129,65.46199
-163.30627,65.46791
-163.29128,65.47382
-163.27626,65.479744
-163.26123,65.48566
-163.2462,65.49157
-163.23117,65.497475
-163.21614,65.50339
-163.2011,65.50929
-163.18605,65.5152
-163.171,65.5211
-163.15594,65.527
-163.14088,65.532906
-163.12582,65.5388
-163.11075,65.5447
-163.09567,65.5506
-163.0806,65.556496
-163.0655,65.56239
-163.05042,65.56828
-163.03532,65.57417
-163.02022,65.58006
-163.00511,65.58595
-162.98999,65.591835
-162.97488,65.597725
-162.95975,65.60361
-162.94463,65.60949
-162.92949,65.61537
-162.91435,65.62125
-162.89922,65.62713
-162.88406,65.633
-162.86891,65.63888
-162.85374,65.64475
-162.8386,65.65063
-162.82341,65.656494
-162.80824,65.66236
-162.79306,65.66823
-162.77788,65.674095
-162.76268,65.67996
-162.7475,65.68582
-162.73228,65.69169
-162.71709,65.69755
-162.70187,65.70341
-162.68666,65.70927
-162.67143,65.71512
-162.6562,65.72097
-162.64098,65.72683
-162.62575,65.73267
-162.6105,65.738525
-162.59526,65.74438
-162.58,65.75022
-162.56474,65.756065
-162.54948,65.76191
-162.53421,65.76775
-162.51894,65.7736
-162.50366,65.779434
-162.48837,65.78527
-162.47308,65.79111
-162.4578,65.79694
-162.44249,65.80278
-162.42719,65.80861
-162.41188,65.81444
-162.39656,65.82027
-162.38124,65.826096
-162.36592,65.831924
-162.35059,65.837746
-162.33525,65.843575
-162.31992,65.849396
-162.30457,65.85522
-162.28922,65.86103
-162.27386,65.86685
-162.2585,65.872665
-162.24313,65.87848
-162.22775,65.88429
-162.21239,65.89011
-162.197,65.89591
-162.18161,65.901726
-162.16621,65.90753
-162.15082,65.91334
-162.13542,65.919136
-162.12001,65.92494
-162.1046,65.93074
-162.08917,65.93654
-162.07375,65.94234
-162.05832,65.948135
-162.04288,65.95393
-162.02744,65.959724
-162.012,65.965515
-161.99655,65.971306
-161.9811,65.9771
-161.96562,65.98288
-161.95016,65.98867
-161.9347,65.99445
-161.9192,66.00024
-161.90373,66.00602
-161.88824,66.011795
-161.87274,66.01758
-161.81071,66.04067
-161.7952,66.04645
-161.77968,66.052216
-161.76414,66.05798
-161.74861,66.06375
-161.73306,66.06951
-161.71753,66.07528
-161.70197,66.08104
-161.68642,66.0868
-161.67085,66.09256
-161.65529,66.09832
-161.63971,66.10407
-161.62413,66.109825
-161.60855,66.11558
-161.59297,66.12133
-161.57738,66.12708
-161.56177,66.13283
-161.54617,66.13858
-161.53056,66.144325
-161.51494,66.15006
-161.49933,66.15581
-161.4837,66.16155
-161.46806,66.16729
-161.45242,66.17303
-161.43678,66.178764
-161.42114,66.184494
-161.40549,66.19023
-161.38983,66.19596
-161.37418,66.20169
-161.3585,66.20742
-161.34283,66.21315
-161.32715,66.21887
-161.31146,66.224594
-161.07556,66.31028
-161.05978,66.31598
-161.04402,66.32168
-161.02823,66.32737
-161.01245,66.33307
-160.99666,66.33876
-160.98087,66.34445
-160.96506,66.35014
-160.94925,66.355835
-160.93344,66.36152
-160.91762,66.3672
-160.9018,66.372894
-160.88597,66.37857
-160.87013,66.384254
-160.8543,66.38994
-160.83846,66.395615
-160.29651,66.58776
-160.28047,66.59338
-160.26443,66.59901
-160.2484,66.60463
-160.23235,66.61025
-160.2163,66.61587
-160.20023,66.62148
-160.18416,66.6271
-160.16809,66.63271
-160.15201,66.63833
-160.13593,66.643936
-160.11984,66.64954
-160.10374,66.65515
-160.08765,66.66076
-160.07153,66.66637
-160.05544,66.67197
-160.0393,66.67757
-160.0232,66.68317
-160.00706,66.68877
-165.5861,64.51527
-165.57188,64.5214
-165.55765,64.52754
-165.54341,64.533676
-165.52917,64.53981
-165.51492,64.54594
-165.50067,64.55207
-165.48642,64.5582
-165.47217,64.56432
-165.4579,64.57045
-165.44363,64.57658
-165.42935,64.5827
-165.41507,64.58882
-165.40079,64.59495
-165.3865,64.60107
-165.37221,64.607185
-165.35791,64.613304
-165.3436,64.619415
-165.3293,64.625534
-165.31497,64.631645
-165.30066,64.63776
-165.28633,64.64387
-165.272,64.64997
-165.25768,64.65608
-165.24333,64.662186
-165.22899,64.66829
-165.21465,64.67439
-165.20029,64.6805
-165.18593,64.68659
-165.17157,64.692696
-165.15721,64.69879
-165.14284,64.70489
-165.12845,64.71098
-165.11407,64.71707
-165.09969,64.72317
-165.0853,64.729256
-165.07089,64.735344
-165.05649,64.74143
-165.04208,64.74752
-165.02768,64.75361
-165.01326,64.75969
-164.99884,64.76577
-164.9844,64.77185
-164.96997,64.77793
-164.95554,64.78401
-164.9411,64.790085
-164.92665,64.79616
-164.9122,64.80223
-164.89775,64.808304
-164.88329,64.81438
-164.86882,64.82045
-164.85435,64.826515
-164.83987,64.83258
-164.8254,64.838646
-164.8109,64.84471
-164.79642,64.85077
-164.78192,64.856834
-164.76741,64.86289
-164.75291,64.86895
-164.7384,64.87501
-164.72389,64.881065
-164.70937,64.887115
-164.69484,64.89317
-164.68031,64.89922
-164.66577,64.90527
-164.65123,64.911316
-164.63669,64.917366
-164.62213,64.92341
-164.60757,64.92946
-164.59302,64.9355
-164.57846,64.941536
-164.56389,64.94758
-164.54932,64.95362
-164.53473,64.959656
-164.52014,64.96569
-164.50555,64.971725
-164.49097,64.97776
-164.47636,64.98379
-164.46176,64.98982
-164.44714,64.99585
-164.43253,65.00188
-164.41791,65.007904
-164.40329,65.01392
-164.38866,65.01995
-164.37402,65.02597
-164.35938,65.03199
-164.34473,65.03801
-164.33008,65.04402
-164.31543,65.05004
-164.30077,65.05605
-164.2861,65.062065
-164.27144,65.06808
-164.25676,65.07409
-164.24208,65.0801
-164.22739,65.086105
-164.2127,65.09211
-164.19801,65.098114
-164.1833,65.10412
-164.1686,65.11012
-164.15388,65.11612
-164.13918,65.122116
-164.12445,65.12812
-164.10973,65.13411
-164.095,65.14011
-164.08026,65.1461
-164.06552,65.15209
-164.05078,65.15808
-164.03603,65.16407
-164.02127,65.17006
-164.00652,65.17604
-163.99174,65.18203
-163.97697,65.18801
-163.9622,65.19399
-163.94742,65.199974
-163.93263,65.20595
-163.91785,65.21193
-163.90305,65.2179
-163.88824,65.22388
-163.87344,65.22985
-163.85863,65.235825
-163.84381,65.24179
-163.829,65.247765
-163.81416,65.25373
-163.79933,65.2597
-163.7845,65.265656
-163.76965,65.27162
-163.7548,65.27758
-163.73996,65.28355
-163.7251,65.289505
-163.71024,65.295456
-163.69537,65.301414
-163.6805,65.30737
-163.66562,65.313324
-163.65074,65.319275
-163.63585,65.325226
-163.62096,65.33117
-163.60606,65.33712
-163.59117,65.34306
-163.57626,65.34901
-163.56134,65.35495
-163.54643,65.36089
-163.53151,65.36683
-163.51657,65.37277
-163.50165,65.37871
-163.48671,65.38464
-163.47176,65.39058
-163.45682,65.39651
-163.44186,65.40244
-163.4269,65.40837
-163.41194,65.4143
-163.39697,65.42023
-163.382,65.42615
-163.36702,65.432076
-163.35204,65.437996
-163.33705,65.44392
-163.32205,65.44984
-163.30705,65.45576
-163.29205,65.46167
-163.27704,65.46759
-163.26202,65.4735
-163.24701,65.479416
-163.23198,65.48532
-163.21695,65.491234
-163.20192,65.49714
-163.18687,65.503044
-163.17183,65.50895
-163.15678,65.514854
-163.14172,65.52076
-163.12666,65.52666
-163.11159,65.532555
-163.09653,65.53845
-163.08145,65.54435
-163.06636,65.55025
-163.05128,65.55614
-163.0362,65.562035
-163.02109,65.567924
-163.006,65.57381
-162.99088,65.5797
-162.97577,65.58559
-162.96065,65.59147
-162.94553,65.59735
-162.9304,65.60323
-162.91527,65.609116
-162.90013,65.61499
-162.885,65.62087
-162.86984,65.62675
-162.85469,65.63262
-162.83952,65.63849
-162.82437,65.64436
-162.80919,65.65023
-162.79402,65.6561
-162.77884,65.661964
-162.76366,65.66783
-162.74847,65.6737
-162.73328,65.67956
-162.71808,65.68542
-162.70287,65.69128
-162.68765,65.697136
-162.67244,65.702995
-162.65723,65.70885
-162.642,65.71471
-162.62677,65.72056
-162.61153,65.72641
-162.59628,65.732254
-162.58104,65.738106
-162.56578,65.74395
-162.55054,65.749794
-162.53526,65.75564
-162.52,65.76148
-162.50473,65.76732
-162.48946,65.773155
-162.47417,65.779
-162.45888,65.78483
-162.44359,65.790665
-162.42828,65.7965
-162.41298,65.80233
-162.39767,65.80816
-162.38235,65.81399
-162.36703,65.81982
-162.35172,65.82564
-162.33638,65.83147
-162.32104,65.83729
-162.30571,65.84311
-162.29036,65.84893
-162.27501,65.854744
-162.25966,65.860565
-162.2443,65.86638
-162.22893,65.87219
-162.21355,65.878006
-162.19818,65.88381
-162.1828,65.889626
-162.1674,65.89543
-162.15201,65.90124
-162.13661,65.90704
-162.12122,65.91284
-162.1058,65.91865
-162.0904,65.924446
-162.07497,65.930244
-162.05954,65.93604
-162.04411,65.94184
-162.02869,65.94763
-162.01324,65.95342
-161.9978,65.95921
-161.98235,65.965004
-161.96689,65.970795
-161.95143,65.97658
-161.93596,65.98237
-161.92049,65.98815
-161.90501,65.993935
-161.88953,65.99971
-161.87404,66.00549
-161.79652,66.03436
-161.781,66.04014
-161.76549,66.045906
-161.74995,66.051674
-161.73442,66.05744
-161.71887,66.0632
-161.70334,66.06896
-161.68777,66.07473
-161.67223,66.08048
-161.65666,66.08624
-161.6411,66.092
-161.62552,66.097755
-161.60995,66.10351
-161.59436,66.10926
-161.57878,66.11501
-161.56319,66.12076
-161.54759,66.12651
-161.53198,66.132256
-161.51637,66.138
-161.50076,66.143745
-161.48514,66.14948
-161.46951,66.15523
-161.45389,66.160965
-161.43825,66.1667
-161.4226,66.17244
-161.40697,66.17817
-161.39131,66.1839
-161.37566,66.18964
-161.35999,66.195366
-161.34431,66.20109
-161.32864,66.20682
-161.31297,66.21254
-161.29729,66.21827
-161.07715,66.29823
-161.06139,66.30393
-161.04562,66.30963
-161.02985,66.31533
-161.01407,66.32103
-160.99828,66.32672
-160.9825,66.33241
-160.96669,66.338104
-160.9509,66.343796
-160.93509,66.34949
-160.91928,66.35517
-160.90346,66.360855
-160.88763,66.36654
-160.87181,66.37222
-160.85597,66.37791
-160.84013,66.38358
-160.8243,66.38926
-160.28238,66.58138
-160.26634,66.587006
-160.2503,66.59263
-160.23425,66.59825
-160.2182,66.603874
-160.20215,66.60949
-160.1861,66.615105
-160.17003,66.62072
-160.15395,66.62633
-160.13788,66.63194
-160.1218,66.63755
-160.10571,66.64316
-160.08961,66.648766
-160.07352,66.65437
-160.0574,66.65997
-160.0413,66.66558
-160.02518,66.67118
-160.00906,66.67677
-165.55763,64.515274
-165.5434,64.52141
-165.52916,64.52754
-165.51492,64.533676
-165.50069,64.53981
-165.48643,64.54594
-165.47217,64.55206
-165.45792,64.55819
-165.44365,64.564316
-165.42938,64.57044
-165.4151,64.57657
-165.40083,64.58269
-165.38654,64.588806
-165.37225,64.594925
-165.35796,64.60104
-165.34366,64.60716
-165.32936,64.61327
-165.31505,64.61939
-165.30074,64.6255
-165.2864,64.631615
-165.2721,64.63772
-165.25777,64.64383
-165.24342,64.64993
-165.2291,64.656044
-165.21475,64.66215
-165.2004,64.66824
-165.18605,64.67435
-165.17169,64.68044
-165.15733,64.68655
-165.14296,64.69264
-165.12859,64.69874
-165.11421,64.704834
-165.09982,64.71092
-165.08543,64.71701
-165.07104,64.72311
-165.05666,64.729195
-165.04225,64.73528
-165.02785,64.74136
-165.01343,64.74745
-164.99901,64.75353
-164.98459,64.75961
-164.97017,64.76569
-164.95573,64.771774
-164.9413,64.77785
-164.92685,64.78393
-164.91241,64.79
-164.89796,64.796074
-164.8835,64.80215
-164.86903,64.80821
-164.85457,64.814285
-164.8401,64.82035
-164.82562,64.826416
-164.81114,64.83248
-164.79666,64.83855
-164.78217,64.844604
-164.76767,64.85066
-164.75317,64.85673
-164.73866,64.86278
-164.72415,64.868835
-164.70964,64.87489
-164.69511,64.88094
-164.6806,64.887
-164.66606,64.89305
-164.65154,64.89909
-164.637,64.90514
-164.62245,64.911194
-164.6079,64.91724
-164.59334,64.92328
-164.57878,64.92932
-164.56421,64.93536
-164.54964,64.9414
-164.53506,64.94744
-164.5205,64.953476
-164.5059,64.95951
-164.49132,64.965546
-164.47672,64.97157
-164.46211,64.97761
-164.44751,64.983635
-164.4329,64.98966
-164.41829,64.99569
-164.40367,65.00172
-164.38904,65.00774
-164.37442,65.01376
-164.35977,65.01978
-164.34514,65.0258
-164.33049,65.031815
-164.31584,65.037834
-164.3012,65.04385
-164.28653,65.049866
-164.27187,65.05588
-164.25719,65.06189
-164.24252,65.067894
-164.22784,65.073906
-164.21315,65.07991
-164.19846,65.085915
-164.18376,65.09192
-164.16907,65.09792
-164.15436,65.10392
-164.13965,65.109924
-164.12494,65.11592
-164.11021,65.12192
-164.09549,65.127914
-164.08076,65.1339
-164.06602,65.1399
-164.05128,65.14589
-164.03654,65.15188
-164.02179,65.15787
-164.00703,65.16385
-163.99228,65.16984
-163.97751,65.17582
-163.96274,65.1818
-163.94797,65.18778
-163.93318,65.19376
-163.9184,65.199745
-163.90361,65.20572
-163.88881,65.21169
-163.87401,65.21767
-163.8592,65.22364
-163.84439,65.22961
-163.82957,65.23558
-163.81476,65.24155
-163.79993,65.24751
-163.7851,65.25348
-163.77026,65.259445
-163.75542,65.2654
-163.74057,65.27136
-163.72572,65.27733
-163.71088,65.28328
-163.69601,65.28924
-163.68114,65.2952
-163.66628,65.30115
-163.6514,65.3071
-163.6365,65.31305
-163.62163,65.319
-163.60674,65.32494
-163.59184,65.330894
-163.57693,65.33684
-163.56203,65.34278
-163.54712,65.348724
-163.5322,65.35467
-163.51727,65.3606
-163.50235,65.36654
-163.48741,65.372475
-163.47247,65.37841
-163.45753,65.384346
-163.44258,65.390274
-163.42763,65.39621
-163.41267,65.40214
-163.3977,65.408066
-163.38274,65.413994
-163.36777,65.419914
-163.35278,65.425835
-163.33781,65.43176
-163.32281,65.43768
-163.30783,65.443596
-163.29283,65.44952
-163.27782,65.45543
-163.26282,65.46135
-163.2478,65.46726
-163.23277,65.47317
-163.21776,65.47908
-163.20273,65.48499
-163.18768,65.4909
-163.17265,65.4968
-163.15761,65.50271
-163.14255,65.508606
-163.1275,65.51451
-163.11244,65.52041
-163.09737,65.526306
-163.0823,65.5322
-163.06723,65.5381
-163.05214,65.544
-163.03706,65.54989
-163.02197,65.55578
-163.00687,65.56167
-162.99178,65.56756
-162.97667,65.57344
-162.96155,65.57933
-162.94643,65.58521
-162.9313,65.591095
-162.91618,65.59698
-162.90105,65.60285
-162.88591,65.608734
-162.87077,65.61461
-162.85562,65.62048
-162.84047,65.62636
-162.82532,65.63223
-162.81015,65.6381
-162.79498,65.64397
-162.7798,65.64983
-162.76463,65.6557
-162.74944,65.66157
-162.73425,65.667435
-162.71906,65.673294
-162.70386,65.67915
-162.68866,65.68501
-162.67345,65.69087
-162.65823,65.696724
-162.643,65.702576
-162.62778,65.708435
-162.61255,65.71429
-162.59732,65.72013
-162.58208,65.72598
-162.56683,65.73183
-162.55157,65.73767
-162.53632,65.743515
-162.52106,65.74936
-162.50578,65.7552
-162.49052,65.76104
-162.47523,65.766884
-162.45996,65.77272
-162.44467,65.77855
-162.42938,65.784386
-162.41408,65.790215
-162.39877,65.79605
-162.38347,65.80188
-162.36815,65.80771
-162.35283,65.81353
-162.33751,65.81936
-162.32217,65.82518
-162.30684,65.831
-162.2915,65.83682
-162.27615,65.84264
-162.2608,65.84846
-162.24545,65.85427
-162.23009,65.86009
-162.21472,65.8659
-162.19936,65.87171
-162.18398,65.877525
-162.1686,65.88333
-162.15321,65.88914
-162.13782,65.89494
-162.12242,65.90075
-162.10701,65.90655
-162.0916,65.91235
-162.07619,65.91815
-162.06078,65.92395
-162.04535,65.92975
-162.02992,65.93554
-162.01448,65.94133
-161.99904,65.94713
-161.9836,65.95292
-161.96815,65.9587
-161.9527,65.96449
-161.93724,65.970276
-161.92177,65.97607
-161.9063,65.98184
-161.89082,65.987625
-161.87534,65.99341
-161.85985,65.99918
-161.79785,66.022285
-161.78233,66.02805
-161.76682,66.03383
-161.7513,66.0396
-161.73576,66.04536
-161.72023,66.051125
-161.7047,66.05689
-161.68915,66.06265
-161.6736,66.06841
-161.65804,66.07417
-161.64249,66.079926
-161.6269,66.085686
-161.61134,66.09144
-161.59576,66.09719
-161.58018,66.10294
-161.56459,66.108696
-161.549,66.11444
-161.5334,66.120186
-161.5178,66.12593
-161.5022,66.131676
-161.48657,66.13742
-161.47096,66.14316
-161.45534,66.1489
-161.4397,66.15464
-161.42407,66.16038
-161.40843,66.16611
-161.39278,66.171844
-161.37714,66.177574
-161.36148,66.183304
-161.34581,66.18903
-161.33014,66.19476
-161.31447,66.200485
-161.2988,66.20621
-161.28311,66.21193
-161.26743,66.21765
-161.06299,66.29189
-161.04723,66.29759
-161.03146,66.30329
-161.01569,66.30898
-160.99991,66.31468
-160.98412,66.32037
-160.96832,66.326065
-160.95253,66.33176
-160.93674,66.33745
-160.92093,66.34313
-160.90512,66.34882
-160.8893,66.35451
-160.87347,66.36019
-160.85765,66.36587
-160.84181,66.37155
-160.82597,66.37723
-160.81013,66.382904
-160.26823,66.575005
-160.25221,66.58063
-160.23618,66.58625
-160.22012,66.59187
-160.20407,66.59749
-160.18802,66.6031
-160.17197,66.60872
-160.1559,66.614334
-160.13983,66.61995
-160.12375,66.62556
-160.10767,66.631165
-160.09158,66.63677
-160.07549,66.64238
-160.05939,66.64799
-160.04329,66.65359
-160.02718,66.65919
-160.01106,66.66479
-165.5434,64.50914
-165.52916,64.515274
-165.51492,64.52141
-165.50069,64.52754
-165.48643,64.533676
-165.47218,64.5398
-165.45793,64.54593
-165.44368,64.552055
-165.42941,64.55818
-165.41515,64.56431
-165.40086,64.57043
-165.38658,64.57655
-165.3723,64.58267
-165.35802,64.58879
-165.34372,64.5949
-165.32942,64.60102
-165.31511,64.60713
-165.30081,64.61324
-165.2865,64.619354
-165.27217,64.625465
-165.25784,64.63158
-165.24352,64.63768
-165.22919,64.64379
-165.21484,64.649895
-165.2005,64.656
-165.18616,64.6621
-165.1718,64.6682
-165.15746,64.67429
-165.14308,64.6804
-165.12872,64.68649
-165.11435,64.69258
-165.09998,64.69868
-165.08559,64.70477
-165.0712,64.71086
-165.05681,64.71695
-165.0424,64.72304
-165.02802,64.729126
-165.0136,64.73521
-164.99919,64.741295
-164.98477,64.747375
-164.97035,64.753456
-164.95592,64.75954
-164.9415,64.76561
-164.92706,64.77169
-164.91261,64.77776
-164.89816,64.78384
-164.88371,64.78991
-164.86926,64.79598
-164.8548,64.80205
-164.84033,64.80811
-164.82587,64.814186
-164.81139,64.82025
-164.7969,64.82631
-164.78242,64.832375
-164.76793,64.83843
-164.75343,64.8445
-164.73894,64.850555
-164.72443,64.85661
-164.70992,64.86266
-164.6954,64.86872
-164.68088,64.87477
-164.66635,64.88082
-164.65182,64.88687
-164.6373,64.89292
-164.62276,64.89897
-164.6082,64.905014
-164.59366,64.91106
-164.5791,64.9171
-164.56454,64.92314
-164.54997,64.929184
-164.5354,64.93522
-164.52083,64.94125
-164.50626,64.947296
-164.49167,64.95333
-164.47708,64.95936
-164.46248,64.96539
-164.44788,64.97142
-164.43327,64.97745
-164.41867,64.983475
-164.40405,64.9895
-164.38943,64.99553
-164.3748,65.00155
-164.36018,65.00757
-164.34554,65.01359
-164.3309,65.01961
-164.31625,65.02563
-164.3016,65.03165
-164.28696,65.03766
-164.2723,65.04367
-164.25763,65.04968
-164.24297,65.055695
-164.22829,65.0617
-164.21361,65.06771
-164.19891,65.073715
-164.18423,65.07972
-164.16954,65.085724
-164.15483,65.09172
-164.14014,65.097725
-164.12543,65.10372
-164.1107,65.10972
-164.09598,65.115715
-164.08125,65.12171
-164.06653,65.1277
-164.05179,65.1337
-164.03705,65.13969
-164.02231,65.145676
-164.00755,65.15166
-163.9928,65.157646
-163.97804,65.16363
-163.96327,65.16962
-163.9485,65.1756
-163.93373,65.18157
-163.91895,65.18755
-163.90417,65.19353
-163.88937,65.19951
-163.87459,65.20548
-163.85979,65.21146
-163.84497,65.21742
-163.83017,65.2234
-163.81535,65.22936
-163.80052,65.23533
-163.7857,65.241295
-163.77087,65.24726
-163.75604,65.25323
-163.7412,65.259186
-163.72635,65.265144
-163.7115,65.2711
-163.69664,65.27706
-163.68178,65.28302
-163.66692,65.28897
-163.65204,65.29492
-163.63716,65.30087
-163.62228,65.30682
-163.60739,65.312775
-163.5925,65.31872
-163.5776,65.32467
-163.56271,65.33061
-163.5478,65.336555
-163.53288,65.34249
-163.51797,65.348434
-163.50305,65.35437
-163.48813,65.36031
-163.47319,65.36625
-163.45825,65.37218
-163.44331,65.37811
-163.42836,65.38404
-163.4134,65.38998
-163.39845,65.395905
-163.38348,65.401825
-163.36852,65.40775
-163.35355,65.41368
-163.33856,65.4196
-163.3236,65.42552
-163.3086,65.43144
-163.29361,65.437355
-163.27861,65.443275
-163.2636,65.44919
-163.2486,65.4551
-163.23358,65.46101
-163.21855,65.46693
-163.20354,65.47284
-163.1885,65.478745
-163.17348,65.48465
-163.15843,65.490555
-163.14339,65.49646
-163.12834,65.50236
-163.11328,65.50826
-163.09822,65.51416
-163.08316,65.52006
-163.06808,65.525955
-163.05301,65.53185
-163.03793,65.53774
-163.02284,65.54363
-163.00775,65.54952
-162.99266,65.55541
-162.97755,65.5613
-162.96245,65.567184
-162.94734,65.573074
-162.93222,65.57896
-162.9171,65.58484
-162.90198,65.59071
-162.88684,65.596596
-162.8717,65.60247
-162.85655,65.608345
-162.84142,65.61422
-162.82626,65.620094
-162.8111,65.62597
-162.79594,65.631836
-162.78076,65.6377
-162.7656,65.64357
-162.75041,65.64944
-162.73523,65.655304
-162.72005,65.66116
-162.70485,65.66702
-162.68965,65.67288
-162.67444,65.67874
-162.65924,65.6846
-162.64403,65.69045
-162.6288,65.696304
-162.61357,65.70216
-162.59834,65.70801
-162.58311,65.71386
-162.56787,65.71971
-162.55263,65.725555
-162.53737,65.7314
-162.52211,65.73724
-162.50685,65.74308
-162.4916,65.748924
-162.47632,65.75476
-162.46104,65.7606
-162.44576,65.76643
-162.43047,65.77227
-162.41518,65.77811
-162.39987,65.783936
-162.38457,65.789764
-162.36926,65.79559
-162.35396,65.80142
-162.33864,65.80724
-162.3233,65.81307
-162.30798,65.81889
-162.29265,65.824715
-162.2773,65.830536
-162.26196,65.83635
-162.24661,65.84217
-162.23125,65.847984
-162.2159,65.8538
-162.20053,65.85961
-162.18515,65.86542
-162.16978,65.87123
-162.1544,65.87704
-162.139,65.88284
-162.12363,65.88865
-162.10822,65.894455
-162.09282,65.90025
-162.07741,65.90605
-162.062,65.91185
-162.04659,65.91765
-162.03116,65.92345
-162.01573,65.92924
-162.00029,65.935036
-161.98485,65.94083
-161.9694,65.94662
-161.95396,65.9524
-161.9385,65.95819
-161.92305,65.963974
-161.90758,65.96976
-161.8921,65.97554
-161.87663,65.98132
-161.81468,66.00443
-161.79918,66.0102
-161.78366,66.015976
-161.76816,66.02174
-161.75264,66.02751
-161.7371,66.03328
-161.72159,66.03905
-161.70605,66.04481
-161.6905,66.050575
-161.67497,66.056335
-161.65941,66.062096
-161.64386,66.067856
-161.6283,66.07361
-161.61273,66.07936
-161.59717,66.08512
-161.58159,66.09087
-161.56601,66.09662
-161.55042,66.10237
-161.53482,66.108116
-161.51923,66.11386
-161.50363,66.119606
-161.48802,66.12535
-161.4724,66.131096
-161.45679,66.13683
-161.44116,66.14257
-161.42554,66.14831
-161.4099,66.154045
-161.39426,66.15978
-161.37862,66.16551
-161.36296,66.17124
-161.3473,66.17697
-161.33165,66.1827
-161.31598,66.18843
-161.30031,66.19415
-161.28462,66.199875
-161.26895,66.2056
-161.25325,66.21132
-161.23756,66.21704
-161.04883,66.285545
-161.03307,66.291245
-161.0173,66.29694
-161.00153,66.30264
-160.98575,66.308334
-160.96996,66.314026
-160.95418,66.31972
-160.93839,66.32541
-160.92258,66.3311
-160.90677,66.336784
-160.89096,66.34247
-160.87515,66.34815
-160.85933,66.353836
-160.84349,66.35952
-160.82767,66.3652
-160.81183,66.37087
-160.79599,66.37655
-160.2541,66.56863
-160.23808,66.57425
-160.22205,66.57987
-160.206,66.58549
-160.18996,66.5911
-160.17389,66.596725
-160.15784,66.60233
-160.14177,66.60795
-160.1257,66.61356
-160.10963,66.61917
-160.09355,66.62478
-160.07745,66.63039
-160.06137,66.635994
-160.04527,66.641594
-160.02916,66.647194
-160.01306,66.652794
-165.51492,64.50915
-165.50069,64.515274
-165.48645,64.52141
-165.4722,64.52754
-165.45795,64.53367
-165.4437,64.539795
-165.42944,64.54592
-165.41518,64.55205
-165.40091,64.55817
-165.38663,64.56429
-165.37234,64.57041
-165.35806,64.57653
-165.34378,64.58265
-165.32948,64.58876
-165.31519,64.59488
-165.30087,64.60099
-165.28658,64.6071
-165.27226,64.61321
-165.25793,64.61932
-165.2436,64.62543
-165.22928,64.63154
-165.21495,64.63764
-165.2006,64.643745
-165.18626,64.64985
-165.17192,64.655945
-165.15758,64.66205
-165.14322,64.668144
-165.12885,64.67424
-165.11449,64.680336
-165.10011,64.68643
-165.08574,64.69253
-165.07135,64.698616
-165.05696,64.704704
-165.04257,64.71079
-165.02817,64.71688
-165.01378,64.72297
-164.99936,64.72905
-164.98495,64.73513
-164.97054,64.74121
-164.95612,64.74729
-164.9417,64.75337
-164.92726,64.75945
-164.91283,64.765526
-164.89838,64.7716
-164.88394,64.77767
-164.86948,64.783745
-164.85503,64.78981
-164.84056,64.79588
-164.8261,64.80195
-164.81163,64.808014
-164.79715,64.81408
-164.78267,64.820145
-164.76819,64.8262
-164.7537,64.83227
-164.7392,64.838326
-164.7247,64.84438
-164.71019,64.85044
-164.69568,64.85649
-164.68117,64.86255
-164.66666,64.8686
-164.65213,64.87465
-164.63759,64.8807
-164.62306,64.88674
-164.60852,64.89279
-164.59398,64.898834
-164.57942,64.90488
-164.56487,64.91092
-164.55031,64.91696
-164.53575,64.923004
-164.52118,64.92904
-164.50659,64.935074
-164.49202,64.94111
-164.47743,64.94714
-164.46284,64.95318
-164.44824,64.959206
-164.43365,64.96523
-164.41905,64.97126
-164.40443,64.97729
-164.38982,64.983315
-164.3752,64.98934
-164.36058,64.99536
-164.34595,65.00138
-164.33131,65.0074
-164.31667,65.01342
-164.30203,65.01943
-164.28738,65.02545
-164.27272,65.03146
-164.25806,65.037476
-164.2434,65.04349
-164.22873,65.0495
-164.21405,65.055504
-164.19937,65.06151
-164.1847,65.06751
-164.17,65.07352
-164.1553,65.07952
-164.14061,65.085526
-164.1259,65.09152
-164.11119,65.09752
-164.09648,65.103516
-164.08176,65.10951
-164.06703,65.11551
-164.0523,65.1215
-164.03757,65.12749
-164.02283,65.13348
-164.00809,65.139465
-163.99333,65.145454
-163.97858,65.151436
-163.96382,65.157425
-163.94905,65.16341
-163.93428,65.16939
-163.91951,65.17536
-163.90472,65.18134
-163.88994,65.18732
-163.87515,65.19329
-163.86035,65.199265
-163.84555,65.20524
-163.83075,65.21121
-163.81593,65.21718
-163.80113,65.223145
-163.7863,65.22911
-163.77148,65.23508
-163.75665,65.24104
-163.7418,65.247
-163.72697,65.25297
-163.71213,65.25893
-163.69728,65.264885
-163.68242,65.270836
-163.66756,65.276794
-163.6527,65.282745
-163.63782,65.2887
-163.62294,65.29465
-163.60806,65.3006
-163.59317,65.30655
-163.57828,65.31249
-163.56339,65.318436
-163.5485,65.32438
-163.53358,65.33032
-163.51866,65.336266
-163.50375,65.3422
-163.48883,65.348145
-163.4739,65.35408
-163.45897,65.360016
-163.44403,65.365944
-163.4291,65.37188
-163.41414,65.37781
-163.39919,65.383736
-163.38423,65.38966
