xc,yc
-165.3401,65.340065
-165.3255,65.34614
-165.31088,65.35221
-165.29628,65.358284
-165.28165,65.36435
-165.26703,65.37042
-165.2524,65.37649
-165.23776,65.38255
-165.22313,65.38861
-165.20848,65.39468
-165.19383,65.400734
-165.17917,65.4068
-165.1645,65.41286
-165.14984,65.418915
-165.13518,65.424965
-165.1205,65.43102
-165.10582,65.43707
-165.09113,65.44312
-165.07645,65.44917
-165.06174,65.45522
-165.04704,65.461266
-165.03233,65.467316
-165.01762,65.47336
-165.00291,65.4794
-164.98819,65.485435
-164.97346,65.49148
-164.95872,65.49752
-164.94398,65.503555
-164.92924,65.50959
-164.9145,65.515625
-164.89975,65.52165
-164.885,65.52769
-164.87022,65.533714
-164.85545,65.53974
-164.84068,65.54577
-164.8259,65.551796
-164.81113,65.557816
-164.79633,65.56384
-164.78154,65.56986
-164.76674,65.57588
-164.75194,65.5819
-164.73712,65.58791
-164.7223,65.59393
-164.70749,65.599945
-164.69266,65.60596
-164.67784,65.61197
-164.663,65.61797
-164.64816,65.623985
-164.63332,65.62999
-164.61845,65.635994
-164.6036,65.642
-164.58875,65.648
-164.57388,65.654
-164.559,65.66
-164.54413,65.666
-164.52925,65.672
-164.51436,65.67799
-164.49947,65.68398
-164.48457,65.68998
-164.46967,65.69597
-164.45476,65.70196
-164.43985,65.70795
-164.42493,65.71393
-164.41,65.71992
-164.39508,65.7259
-164.38014,65.73188
-164.3652,65.73786
-164.35025,65.74384
-164.33531,65.74982
-164.32036,65.75579
-164.30539,65.76177
-164.29042,65.767746
-164.27545,65.77371
-164.26048,65.779686
-164.2455,65.78565
-164.23051,65.79162
-164.21553,65.797585
-164.20053,65.80355
-164.18553,65.80952
-164.17052,65.815475
-164.1555,65.821434
-164.14049,65.82739
-164.12547,65.83335
-164.11044,65.83931
-164.0954,65.84526
-164.08037,65.85122
-164.06532,65.85717
-164.05028,65.86312
-164.03522,65.869064
-164.02016,65.875015
-164.0051,65.88096
-163.99002,65.8869
-163.97495,65.892845
-163.95987,65.89879
-163.94478,65.904724
-163.92969,65.91067
-163.9146,65.9166
-163.89949,65.92254
-163.88438,65.928474
-163.86928,65.9344
-163.85416,65.94034
-163.83904,65.946266
-163.82391,65.952194
-163.80878,65.95812
-163.79364,65.96404
-163.77849,65.96997
-163.76335,65.97589
-163.74818,65.98181
-163.73303,65.98773
-163.71786,65.99365
-163.7027,65.999565
-163.68752,66.00548
-163.67235,66.01139
-163.65715,66.0173
-163.64197,66.02322
-163.62677,66.02913
-163.61157,66.035034
-163.59636,66.04094
-163.58115,66.046844
-163.56593,66.05275
-163.5507,66.05865
-163.53548,66.06455
-163.52025,66.07045
-163.505,66.07635
-163.48976,66.082245
-162.0801,66.612526
-162.06436,66.61828
-162.04861,66.62404
-162.03287,66.62979
-161.84343,66.69873
-166.40651,64.874504
-166.37805,64.886856
-166.36382,64.893036
-166.34958,64.89921
-166.33533,64.90538
-166.32108,64.91155
-166.30682,64.91772
-166.29256,64.92389
-166.27829,64.93005
-166.26402,64.93622
-166.24974,64.94238
-166.23546,64.94855
-166.22118,64.954704
-166.20688,64.96087
-166.19258,64.967026
-166.17828,64.97318
-166.16397,64.97934
-166.14966,64.98549
-166.13535,64.991646
-166.12102,64.997795
-166.10669,65.003944
-166.09236,65.01009
-166.07802,65.01624
-166.06367,65.022385
-166.04933,65.028534
-166.03499,65.034676
-166.02063,65.04082
-166.00626,65.04696
-165.9919,65.05309
-165.97752,65.059235
-165.96315,65.06537
-165.94876,65.0715
-165.93437,65.07764
-165.91998,65.08377
-165.9056,65.0899
-165.89119,65.09602
-165.87677,65.10216
-165.86237,65.108284
-165.84795,65.1144
-165.83353,65.12053
-165.81909,65.12665
-165.80467,65.132774
-165.79022,65.13889
-165.77579,65.14501
-165.76134,65.15112
-165.74689,65.15724
-165.73242,65.16335
-165.71797,65.169464
-165.70349,65.175575
-165.68903,65.18169
-165.67455,65.1878
-165.66006,65.1939
-165.64557,65.200005
-165.63109,65.20611
-165.6166,65.21221
-165.60208,65.218315
-165.58757,65.22441
-165.57306,65.230515
-165.55855,65.23661
-165.54402,65.24271
-165.5295,65.248795
-165.51495,65.25489
-165.50043,65.26098
-165.48587,65.267075
-165.47133,65.27316
-165.45677,65.27924
-165.44221,65.28533
-165.42766,65.29142
-165.41309,65.2975
-165.39851,65.30358
-165.38393,65.30966
-165.36934,65.31574
-165.35475,65.321815
-165.34016,65.32789
-165.32556,65.33397
-165.31096,65.34004
-165.29636,65.34611
-165.28174,65.35218
-165.26712,65.358246
-165.25249,65.36432
-165.23785,65.370384
-165.22322,65.37644
-165.20859,65.38251
-165.19394,65.38857
-165.17929,65.39463
-165.16463,65.40069
-165.14998,65.406746
-165.13531,65.4128
-165.12064,65.41885
-165.10596,65.42491
-165.09128,65.43096
-165.0766,65.43701
-165.0619,65.44306
-165.04721,65.449104
-165.0325,65.455154
-165.01779,65.4612
-165.00308,65.46724
-164.98837,65.47328
-164.97365,65.479324
-164.95892,65.48536
-164.94418,65.491394
-164.92944,65.49744
-164.9147,65.50347
-164.89996,65.5095
-164.88521,65.51553
-164.87045,65.52156
-164.85568,65.52759
-164.84091,65.533615
-164.82614,65.53964
-164.81137,65.54567
-164.79659,65.55169
-164.7818,65.55772
-164.767,65.563736
-164.7522,65.569756
-164.7374,65.57577
-164.72258,65.58179
-164.70778,65.5878
-164.69295,65.59381
-164.67813,65.59982
-164.6633,65.605835
-164.64847,65.61185
-164.63362,65.61785
-164.61877,65.623856
-164.60393,65.62986
-164.58907,65.635864
-164.5742,65.64187
-164.55934,65.647865
-164.54446,65.65386
-164.52959,65.65986
-164.51471,65.665855
-164.49983,65.67185
-164.48494,65.67784
-164.47003,65.68384
-164.45514,65.68983
-164.44023,65.695816
-164.42531,65.7018
-164.4104,65.70779
-164.39548,65.71377
-164.38054,65.71975
-164.3656,65.72573
-164.35066,65.73171
-164.33572,65.73769
-164.32077,65.74367
-164.30582,65.74964
-164.29086,65.755615
-164.2759,65.76159
-164.26093,65.76756
-164.24596,65.77353
-164.23097,65.7795
-164.21599,65.78547
-164.20099,65.791435
-164.18599,65.79739
-164.17099,65.80336
-164.15599,65.80932
-164.14098,65.81528
-164.12596,65.821236
-164.11093,65.827194
-164.0959,65.83315
-164.08087,65.8391
-164.06584,65.845055
-164.0508,65.851006
-164.03574,65.85696
-164.02069,65.8629
-164.00563,65.86885
-163.99057,65.874794
-163.9755,65.88074
-163.96042,65.88668
-163.94534,65.892624
-163.93025,65.89856
-163.91516,65.904495
-163.90007,65.91043
-163.88496,65.91637
-163.86986,65.9223
-163.85475,65.92823
-163.83963,65.934166
-163.82451,65.940094
-163.80939,65.94602
-163.79425,65.95195
-163.77911,65.95787
-163.76396,65.96379
-163.74883,65.96972
-163.73367,65.97563
-163.7185,65.98155
-163.70334,65.98747
-163.68817,65.993385
-163.673,65.9993
-163.65782,66.00521
-163.64262,66.01112
-163.62744,66.01704
-163.61224,66.02294
-163.59705,66.02885
-163.58183,66.03476
-163.56662,66.04066
-163.5514,66.04656
-163.53618,66.05246
-163.52095,66.058365
-163.50572,66.06426
-163.49048,66.07016
-163.47523,66.07605
-163.45999,66.08195
-162.06561,66.60627
-162.04987,66.61202
-162.03413,66.61778
-162.01837,66.623535
-161.82895,66.69247
-161.81313,66.698204
-166.4062,64.86228
-166.39198,64.868454
-166.37776,64.87463
-166.36353,64.88081
-166.34929,64.886986
-166.33504,64.89316
-166.3208,64.89933
-166.30655,64.905495
-166.29228,64.91167
-166.27803,64.91783
-166.26376,64.923996
-166.24948,64.93016
-166.23521,64.936325
-166.22093,64.94249
-166.20663,64.94865
-166.19235,64.95481
-166.17805,64.96097
-166.16374,64.967125
-166.14944,64.973274
-166.13513,64.97943
-166.1208,64.98558
-166.10649,64.99173
-166.09216,64.99788
-166.07782,65.00403
-166.06349,65.01018
-166.04915,65.01632
-166.0348,65.02246
-166.02045,65.02861
-166.00609,65.034744
-165.99173,65.040886
-165.97736,65.04703
-165.96298,65.05316
-165.94861,65.059296
-165.93423,65.06543
-165.91985,65.07156
-165.90546,65.0777
-165.89105,65.083824
-165.87665,65.08995
-165.86224,65.09608
-165.84782,65.1022
-165.83342,65.10833
-165.81898,65.11445
-165.80457,65.120575
-165.79013,65.12669
-165.7757,65.13281
-165.76125,65.13893
-165.74681,65.14504
-165.73235,65.15116
-165.7179,65.15727
-165.70343,65.16338
-165.68896,65.169495
-165.67448,65.175606
-165.66002,65.18171
-165.64552,65.18781
-165.63104,65.193924
-165.61655,65.20002
-165.60205,65.20612
-165.58755,65.21223
-165.57304,65.21832
-165.55853,65.22442
-165.544,65.230515
-165.52948,65.23661
-165.51495,65.24271
-165.50043,65.248795
-165.48589,65.25489
-165.47134,65.26098
-165.45679,65.26707
-165.44225,65.273155
-165.42769,65.279236
-165.41312,65.28532
-165.39854,65.291405
-165.38397,65.297485
-165.3694,65.30356
-165.35481,65.30964
-165.34023,65.31571
-165.32562,65.32179
-165.31104,65.327866
-165.29642,65.33394
-165.28181,65.340004
-165.2672,65.34608
-165.25258,65.35214
-165.23796,65.35821
-165.22333,65.36427
-165.2087,65.37034
-165.19405,65.3764
-165.17941,65.38246
-165.16475,65.38852
-165.1501,65.39458
-165.13544,65.400635
-165.12077,65.40669
-165.10611,65.41274
-165.09143,65.4188
-165.07675,65.42485
-165.06206,65.4309
-165.04736,65.43694
-165.03267,65.44299
-165.01797,65.449036
-165.00327,65.45508
-164.98856,65.46112
-164.97383,65.46716
-164.95912,65.473206
-164.94438,65.47924
-164.92966,65.485275
-164.91492,65.49131
-164.90018,65.497345
-164.88542,65.50338
-164.87068,65.50941
-164.85591,65.51544
-164.84116,65.52147
-164.82639,65.5275
-164.81161,65.533516
-164.79683,65.53954
-164.78206,65.54556
-164.76726,65.55158
-164.75247,65.5576
-164.73767,65.56362
-164.72287,65.56964
-164.70805,65.57565
-164.69324,65.581665
-164.67842,65.58768
-164.66359,65.59369
-164.64877,65.5997
-164.63393,65.605705
-164.6191,65.61172
-164.60425,65.61772
-164.5894,65.623726
-164.57454,65.62972
-164.55968,65.63573
-164.54482,65.64172
-164.52994,65.64773
-164.51506,65.65372
-164.50018,65.65971
-164.48529,65.66571
-164.4704,65.6717
-164.4555,65.67769
-164.4406,65.68368
-164.42569,65.68967
-164.41078,65.695656
-164.39586,65.70164
-164.38094,65.70763
-164.36601,65.71361
-164.35107,65.71959
-164.33614,65.72556
-164.3212,65.731544
-164.30624,65.73752
-164.29129,65.74349
-164.27634,65.749466
-164.26137,65.75544
-164.2464,65.761406
-164.23141,65.76738
-164.21645,65.773346
-164.20146,65.77931
-164.18646,65.78528
-164.17146,65.79124
-164.15646,65.7972
-164.14146,65.80316
-164.12645,65.80912
-164.11143,65.81508
-164.0964,65.82104
-164.08138,65.82699
-164.06635,65.83294
-164.05132,65.83889
-164.03627,65.84484
-164.02122,65.85079
-164.00616,65.856735
-163.9911,65.862686
-163.97604,65.86863
-163.96097,65.87457
-163.94589,65.880516
-163.93082,65.88645
-163.91573,65.89239
-163.90063,65.89833
-163.88554,65.90427
-163.87044,65.910194
-163.85533,65.91613
-163.84023,65.92206
-163.8251,65.92799
-163.80998,65.93392
-163.79486,65.93984
-163.77972,65.94577
-163.76459,65.9517
-163.74945,65.95762
-163.7343,65.96354
-163.71915,65.96946
-163.70398,65.97537
-163.68883,65.98129
-163.67365,65.987206
-163.65848,65.99312
-163.6433,65.99903
-163.62811,66.004944
-163.61292,66.01085
-163.59773,66.01676
-163.58252,66.02267
-163.56732,66.02857
-163.55211,66.03448
-163.5369,66.040375
-163.52167,66.04627
-163.50644,66.05218
-163.49121,66.058075
-163.47597,66.063965
-163.46072,66.06986
-163.44548,66.07575
-163.43022,66.08165
-162.05113,66.60001
-162.03539,66.60577
-162.01964,66.61153
-162.00389,66.61728
-161.81447,66.6862
-161.79865,66.69193
-161.78282,66.69767
-166.39168,64.85623
-166.37746,64.86241
-166.36324,64.86858
-166.349,64.874756
-166.33476,64.880936
-166.32053,64.88711
-166.30627,64.89327
-166.29202,64.899445
-166.27776,64.90561
-166.2635,64.91178
-166.24924,64.917946
-166.23495,64.92411
-166.22069,64.93027
-166.2064,64.93643
-166.19211,64.94259
-166.17781,64.948746
-166.16353,64.9549
-166.14922,64.96106
-166.13492,64.96722
-166.1206,64.973366
-166.10628,64.97952
-166.09196,64.98567
-166.07764,64.99181
-166.0633,64.99796
-166.04897,65.00411
-166.03462,65.010254
-166.02028,65.016396
-166.00592,65.02254
-165.99156,65.02868
-165.9772,65.03482
-165.96283,65.040955
-165.94846,65.04709
-165.93408,65.05322
-165.91971,65.05936
-165.90532,65.06549
-165.89091,65.071625
-165.87653,65.07775
-165.86212,65.08388
-165.84772,65.090004
-165.8333,65.09613
-165.81888,65.10225
-165.80446,65.108376
-165.79004,65.114494
-165.7756,65.12061
-165.76117,65.12673
-165.74672,65.13285
-165.73227,65.13896
-165.71782,65.14508
-165.70337,65.15119
-165.6889,65.1573
-165.67444,65.16341
-165.65996,65.16952
-165.64548,65.17562
-165.631,65.18173
-165.61652,65.187836
-165.60202,65.19394
-165.58752,65.200035
-165.57301,65.20614
-165.55852,65.212234
-165.54399,65.21833
-165.52948,65.22443
-165.51495,65.23052
-165.50043,65.23661
-165.4859,65.24271
-165.47136,65.248795
-165.45682,65.25488
-165.44226,65.26097
-165.4277,65.26705
-165.41315,65.27314
-165.39859,65.27922
-165.38402,65.2853
-165.36945,65.29138
-165.35487,65.29746
-165.34029,65.303535
-165.3257,65.309616
-165.3111,65.31569
-165.2965,65.32176
-165.28189,65.327835
-165.26729,65.3339
-165.25267,65.33997
-165.23805,65.34604
-165.22343,65.352104
-165.2088,65.35817
-165.19417,65.36423
-165.17952,65.37029
-165.16487,65.37635
-165.15022,65.38241
-165.13557,65.388466
-165.12091,65.39452
-165.10625,65.40058
-165.09157,65.40663
-165.0769,65.41268
-165.06223,65.41873
-165.04753,65.42478
-165.03284,65.43083
-165.01814,65.436874
-165.00345,65.44292
-164.98874,65.44896
-164.97403,65.455
-164.9593,65.461044
-164.94458,65.46708
-164.92986,65.47312
-164.91513,65.47916
-164.90039,65.48519
-164.88565,65.49123
-164.8709,65.49725
-164.85616,65.50329
-164.84138,65.509315
-164.82663,65.51534
-164.81186,65.52137
-164.79709,65.52739
-164.7823,65.53342
-164.76752,65.53944
-164.75273,65.545456
-164.73795,65.551476
-164.72314,65.557495
-164.70834,65.56351
-164.69353,65.56952
-164.67871,65.57554
-164.6639,65.58155
-164.64908,65.587555
-164.63425,65.59357
-164.6194,65.59957
-164.60457,65.605576
-164.58972,65.61158
-164.57487,65.617584
-164.56001,65.62359
-164.54515,65.629585
-164.53029,65.63559
-164.51541,65.64159
-164.50053,65.647575
-164.48566,65.65357
-164.47076,65.65957
-164.45587,65.66556
-164.44098,65.67155
-164.42609,65.677536
-164.41118,65.683525
-164.39626,65.68951
-164.38135,65.695496
-164.36642,65.70148
-164.35149,65.70746
-164.33656,65.71344
-164.32162,65.71941
-164.30667,65.725395
-164.29172,65.73137
-164.27676,65.73734
-164.26181,65.74332
-164.24684,65.74928
-164.23187,65.75526
-164.2169,65.76122
-164.20192,65.76719
-164.18694,65.773155
-164.17194,65.77912
-164.15695,65.78508
-164.14195,65.791046
-164.12694,65.797005
-164.11192,65.80296
-164.09691,65.808914
-164.0819,65.81487
-164.06686,65.82082
-164.05183,65.826775
-164.03679,65.832726
-164.02174,65.83868
-164.0067,65.84463
-163.99164,65.85057
-163.9766,65.856514
-163.96152,65.862465
-163.94646,65.8684
-163.93138,65.874344
-163.9163,65.88028
-163.90121,65.88622
-163.88612,65.89216
-163.87103,65.898094
-163.85593,65.90402
-163.84082,65.90996
-163.82571,65.915886
-163.8106,65.921814
-163.79547,65.92774
-163.78035,65.93367
-163.76521,65.93959
-163.75008,65.94552
-163.73492,65.95144
-163.71979,65.95736
-163.70464,65.96328
-163.68947,65.96919
-163.6743,65.97511
-163.65913,65.981026
-163.64397,65.98694
-163.62878,65.99285
-163.6136,65.99876
-163.5984,66.00467
-163.5832,66.010574
-163.56801,66.01648
-163.55281,66.022385
-163.5376,66.02829
-163.52237,66.03419
-163.50716,66.040085
-163.49193,66.04598
-163.4767,66.05188
-163.46146,66.05778
-163.44621,66.06367
-163.43097,66.069565
-163.41571,66.075455
-163.40045,66.081345
-162.03665,66.59376
-162.0209,66.59951
-162.00517,66.60526
-161.98941,66.61102
-161.79999,66.67993
-161.78418,66.68567
-161.76834,66.6914
-161.75252,66.69713
-166.4056,64.83782
-166.39137,64.844
-166.37717,64.85018
-166.36295,64.85635
-166.34871,64.86253
-166.33447,64.868706
-166.32024,64.87488
-166.306,64.88105
-166.29175,64.88722
-166.2775,64.89339
-166.26324,64.89956
-166.24898,64.90572
-166.23471,64.91189
-166.22044,64.91805
-166.20616,64.92421
-166.19188,64.930374
-166.17758,64.93653
-166.1633,64.94269
-166.149,64.948845
-166.13469,64.955
-166.12039,64.96115
-166.10608,64.9673
-166.09177,64.97346
-166.07744,64.97961
-166.06311,64.98575
-166.04878,64.9919
-166.03444,64.99804
-166.0201,65.00419
-166.00575,65.01033
-165.9914,65.01647
-165.97704,65.022606
-165.96268,65.02875
-165.9483,65.03488
-165.93394,65.041016
-165.91956,65.04715
-165.90518,65.05328
-165.8908,65.05942
-165.8764,65.065544
-165.862,65.07167
-165.8476,65.077805
-165.83319,65.08392
-165.81879,65.09005
-165.80437,65.096176
-165.78993,65.102295
-165.77551,65.10841
-165.76108,65.11453
-165.74664,65.12065
-165.7322,65.12676
-165.71776,65.13288
-165.7033,65.13899
-165.68884,65.1451
-165.67438,65.151215
-165.65991,65.157326
-165.64543,65.16343
-165.63097,65.16954
-165.61647,65.175644
-165.60199,65.18175
-165.5875,65.18784
-165.573,65.19395
-165.5585,65.20004
-165.54399,65.20615
-165.52948,65.21224
-165.51495,65.21833
-165.50043,65.22443
-165.4859,65.23052
-165.47137,65.23661
-165.45683,65.2427
-165.44229,65.24879
-165.42773,65.254875
-165.4132,65.260956
-165.39864,65.26704
-165.38406,65.273125
-165.36949,65.279205
-165.35492,65.28528
-165.34035,65.29136
-165.32576,65.29744
-165.31117,65.30351
-165.29657,65.309586
-165.28198,65.31566
-165.26738,65.321724
-165.25276,65.3278
-165.23814,65.33386
-165.22353,65.33993
-165.20891,65.34599
-165.19427,65.35206
-165.17964,65.35812
-165.165,65.36418
-165.15036,65.37024
-165.13571,65.3763
-165.12105,65.382355
-165.10638,65.38841
-165.09172,65.39446
-165.07706,65.40052
-165.06238,65.40657
-165.0477,65.41262
-165.033,65.41866
-165.01833,65.42471
-165.00362,65.430756
-164.98892,65.4368
-164.97421,65.44284
-164.9595,65.44888
-164.9448,65.454926
-164.93007,65.46096
-164.91534,65.466995
-164.9006,65.47303
-164.88586,65.479065
-164.87112,65.4851
-164.85638,65.49113
-164.84163,65.49716
-164.82687,65.50319
-164.8121,65.50922
-164.79733,65.515236
-164.78256,65.52126
-164.76779,65.52728
-164.753,65.5333
-164.73822,65.53932
-164.72342,65.54534
-164.70862,65.55136
-164.69382,65.55737
-164.67902,65.563385
-164.6642,65.569405
-164.64937,65.57541
-164.63455,65.58142
-164.61972,65.587425
-164.60489,65.59344
-164.59004,65.59944
-164.5752,65.605446
-164.56035,65.61145
-164.5455,65.61745
-164.53064,65.62344
-164.51576,65.62945
-164.5009,65.635445
-164.48602,65.64143
-164.47115,65.64743
-164.45625,65.65342
-164.44136,65.65941
-164.42647,65.6654
-164.41156,65.67139
-164.39665,65.677376
-164.38174,65.68336
-164.36682,65.68935
-164.3519,65.69533
-164.33698,65.70131
-164.32204,65.70728
-164.3071,65.713264
-164.29216,65.71924
-164.2772,65.72521
-164.26225,65.731186
-164.2473,65.73716
-164.23233,65.74313
-164.21736,65.7491
-164.20238,65.755066
-164.18741,65.76103
-164.17242,65.767
-164.15742,65.77296
-164.14243,65.77892
-164.12743,65.78488
-164.11243,65.79084
-164.09741,65.7968
-164.0824,65.80276
-164.06737,65.80871
-164.05235,65.81466
-164.03731,65.82061
-164.02228,65.82656
-164.00723,65.83251
-163.99219,65.83846
-163.97713,65.844406
-163.96207,65.85035
-163.947,65.85629
-163.93195,65.862236
-163.91687,65.86817
-163.90178,65.874115
-163.8867,65.88005
-163.87161,65.88599
-163.85652,65.89192
-163.84142,65.89785
-163.82631,65.903786
-163.8112,65.90971
-163.79608,65.91564
-163.78096,65.92157
-163.76584,65.92749
-163.7507,65.93342
-163.73557,65.93934
-163.72043,65.94526
-163.70528,65.95118
-163.69012,65.9571
-163.67496,65.96301
-163.65979,65.968925
-163.64462,65.97484
-163.62946,65.98075
-163.61427,65.986664
-163.59909,65.99258
-163.5839,65.99848
-163.56871,66.00439
-163.5535,66.01029
-163.5383,66.0162
-163.52309,66.022095
-163.50787,66.028
-163.49265,66.0339
-163.47742,66.039795
-163.46219,66.04569
-163.44695,66.05158
-163.4317,66.05748
-163.41646,66.06337
-163.4012,66.06926
-163.38594,66.07515
-163.37068,66.08103
-162.02217,66.5875
-162.00644,66.593254
-161.99069,66.59901
-161.97495,66.60476
-161.78552,66.67367
-161.76971,66.6794
-161.75389,66.68513
-161.73805,66.69086
-161.72221,66.69659
-166.47626,64.79467
-166.46207,64.80086
-166.44788,64.807045
-166.43369,64.813225
-166.40529,64.82559
-166.37686,64.83795
-166.36264,64.84413
-166.34842,64.8503
-166.3342,64.856476
-166.31996,64.862656
-166.30573,64.86883
-166.29149,64.87499
-166.27724,64.881165
-166.26299,64.88733
-166.24872,64.8935
-166.23447,64.899666
-166.2202,64.90583
-166.20592,64.91199
-166.19164,64.91815
-166.17735,64.92431
-166.16307,64.930466
-166.14877,64.93662
-166.13448,64.94278
-166.12018,64.94894
-166.10587,64.955086
-166.09155,64.961235
-166.07724,64.96739
-166.06291,64.97353
-166.0486,64.97968
-166.03426,64.98583
-166.01993,64.991974
-166.00558,64.998116
-165.99123,65.00426
-165.97688,65.0104
-165.96252,65.01654
-165.94817,65.022675
-165.93379,65.02881
-165.91942,65.03494
-165.90504,65.04108
-165.89066,65.04721
-165.87627,65.05334
-165.86188,65.05947
-165.84749,65.0656
-165.83308,65.071724
-165.81868,65.07785
-165.80426,65.08397
-165.78984,65.090096
-165.77542,65.096214
-165.76099,65.10233
-165.74657,65.10845
-165.73212,65.11457
-165.71768,65.12068
-165.70323,65.12679
-165.68878,65.13291
-165.67432,65.139015
-165.65987,65.14513
-165.64539,65.15124
-165.63092,65.15734
-165.61644,65.163445
-165.60196,65.169556
-165.58748,65.17565
-165.57298,65.181755
-165.55849,65.18786
-165.54398,65.193954
-165.52946,65.20005
-165.51495,65.20615
-165.50044,65.21224
-165.48592,65.21833
-165.47139,65.22443
-165.45685,65.230515
-165.44232,65.2366
-165.42776,65.24269
-165.41322,65.24877
-165.39867,65.25486
-165.38411,65.26094
-165.36955,65.26702
-165.35498,65.2731
-165.34041,65.27918
-165.32582,65.285255
-165.31123,65.291336
-165.29665,65.29741
-165.28206,65.30348
-165.26746,65.30955
-165.25285,65.31562
-165.23825,65.321686
-165.22363,65.32776
-165.20901,65.333824
-165.19438,65.33989
-165.17975,65.34595
-165.16512,65.35201
-165.15048,65.35807
-165.13583,65.36413
-165.12119,65.370186
-165.10654,65.37624
-165.09187,65.38229
-165.07721,65.38835
-165.06253,65.3944
-165.04785,65.40045
-165.03317,65.4065
-165.0185,65.412544
-165.0038,65.418594
-164.9891,65.42464
-164.97441,65.43068
-164.9597,65.43672
-164.94499,65.442764
-164.93027,65.4488
-164.91554,65.45484
-164.90082,65.46088
-164.8861,65.46691
-164.87135,65.47294
-164.85661,65.47897
-164.84186,65.485
-164.8271,65.491035
-164.81235,65.49706
-164.79759,65.50308
-164.78282,65.50911
-164.76805,65.51513
-164.75327,65.52116
-164.73848,65.527176
-164.7237,65.533195
-164.70891,65.53921
-164.6941,65.54523
-164.6793,65.55124
-164.66449,65.55725
-164.64967,65.56326
-164.63486,65.569275
-164.62004,65.57529
-164.60521,65.58129
-164.59038,65.587296
-164.57553,65.5933
-164.56068,65.599304
-164.54584,65.60531
-164.53098,65.611305
-164.51611,65.6173
-164.50125,65.6233
-164.48639,65.629295
-164.47151,65.63529
-164.45662,65.64128
-164.44174,65.64728
-164.42685,65.65327
-164.41194,65.659256
-164.39705,65.66524
-164.38214,65.67123
-164.36723,65.67721
-164.35231,65.6832
-164.33739,65.68918
-164.32246,65.69515
-164.30753,65.70113
-164.29259,65.70711
-164.27765,65.71309
-164.2627,65.71906
-164.24774,65.72503
-164.23279,65.731
-164.21782,65.73698
-164.20285,65.74294
-164.18787,65.74891
-164.1729,65.754875
-164.15791,65.76084
-164.14291,65.7668
-164.12791,65.77276
-164.11292,65.77872
-164.09792,65.784676
-164.0829,65.790634
-164.06789,65.79659
-164.05286,65.80254
-164.03784,65.808495
-164.02281,65.814445
-164.00777,65.8204
-163.99272,65.82635
-163.97768,65.83229
-163.96262,65.838234
-163.94757,65.84418
-163.9325,65.85012
-163.91743,65.856064
-163.90236,65.862
-163.88728,65.86794
-163.8722,65.87388
-163.8571,65.879814
-163.84201,65.88574
-163.8269,65.89168
-163.8118,65.897606
-163.79669,65.903534
-163.78157,65.90946
-163.76645,65.91539
-163.75133,65.92131
-163.73619,65.92724
-163.72105,65.93316
-163.70592,65.93908
-163.69077,65.945
-163.67561,65.95091
-163.66046,65.95683
-163.6453,65.962746
-163.63013,65.96866
-163.61494,65.97457
-163.59978,65.98048
-163.58458,65.98639
-163.5694,65.992294
-163.5542,65.9982
-163.539,66.004105
-163.52379,66.01
-163.50859,66.01591
-163.49336,66.021805
-163.47815,66.0277
-163.46292,66.0336
-163.4477,66.0395
-163.43245,66.04539
-163.4172,66.051285
-163.40196,66.057175
-163.3867,66.063065
-163.37144,66.06895
-163.35619,66.07484
-163.34091,66.08072
-163.32564,66.0866
-162.0077,66.58124
-161.99197,66.58699
-161.97623,66.59274
-161.96048,66.598495
-161.77107,66.6674
-161.75525,66.67313
-161.73943,66.678856
-161.72359,66.684586
-161.70776,66.690315
-161.69191,66.69604
-166.47592,64.78243
-166.46175,64.78862
-166.44756,64.79481
-166.43336,64.800995
-166.41917,64.807175
-166.40498,64.81336
-166.39078,64.81954
-166.37657,64.82572
-166.36235,64.8319
-166.34813,64.83807
-166.33391,64.84425
-166.31969,64.850426
-166.30545,64.8566
-166.29121,64.86277
-166.27698,64.86894
-166.26273,64.87511
-166.24847,64.88127
-166.2342,64.88744
-166.21996,64.89361
-166.20567,64.899765
-166.1914,64.90593
-166.17712,64.91209
-166.16284,64.91825
-166.14856,64.92441
-166.13426,64.930565
-166.11996,64.936714
-166.10567,64.94287
-166.09135,64.94902
-166.07704,64.95517
-166.06273,64.96132
-166.0484,64.96747
-166.03407,64.97362
-166.01974,64.97976
-166.00542,64.9859
-165.99107,64.99204
-165.97672,64.998184
-165.96237,65.004326
-165.94801,65.01047
-165.93365,65.0166
-165.91928,65.022736
-165.9049,65.02887
-165.89053,65.035
-165.87614,65.04113
-165.86176,65.047264
-165.84737,65.05339
-165.83298,65.05952
-165.81857,65.06564
-165.80415,65.07177
-165.78975,65.07789
-165.77533,65.084015
-165.76091,65.09013
-165.74648,65.09625
-165.73204,65.10236
-165.7176,65.10848
-165.70317,65.11459
-165.68872,65.12071
-165.67427,65.12682
-165.6598,65.132935
-165.64534,65.13904
-165.63087,65.14515
-165.61641,65.15125
-165.60193,65.15736
-165.58745,65.16346
-165.57295,65.16956
-165.55847,65.17567
-165.54396,65.18176
-165.52946,65.18786
-165.51495,65.193954
-165.50044,65.20005
-165.48593,65.20615
-165.4714,65.212234
-165.45688,65.21832
-165.44234,65.22441
-165.4278,65.2305
-165.41325,65.23659
-165.39871,65.242676
-165.38416,65.24876
-165.3696,65.25484
